Name	Type	Location	Price
BCRN - Visit to The Sheng Siong Show 31 May 2025	Social & Community Events	Telok Blangah 'Blangah Court' RN	$3.00 
Basketball (HealthierSG) (Telok Blangah)	Fitness & Wellness	Telok Blangah CC	From $200.00 to $210.00
FENCING (HealthierSG)	Fitness & Wellness	Telok Blangah CC	From $305.00 to $315.00
Taekwondo (Singapore Taekwondo Academy) (HealthierSG)	Fitness & Wellness	Telok Blangah CC	From $90.00 to $100.00
Telok Blangah CC WEC - Cooking Class with Chef Benny Se Teo	Workshops & Classes	Telok Blangah CC	$10.00 
Telok Blangah CC WEC - Flea Market Booth Registration	Social & Community Events	Telok Blangah CC	$10.00 
Tots Ballet	Workshops & Classes	Telok Blangah CC	From $80.00 to $95.00
Telok Blangah Hill Park	Outdoor & Nature	Telok Blangah Green off Henderson Road	$0.00 
Piano Grade 1	Workshops & Classes	Telok Blangah Parcview RN	$156.00 
Piano Grade 2	Workshops & Classes	Telok Blangah Parcview RN	$174.00 
[TKECRN] Mindfulness and Calming Dolls Workshop	Workshops & Classes	Telok Kurau East Coast RN	$8.00 
[TKNRN] The Power of Positive Parenting Raising Resilient Kids in the Digital Age	Social & Community Events	Telok Kurau North RN	$2.00 
One-North Park	Outdoor & Nature	"The 3.3 hectare site is situated in the northern zone of one-north, near the Ministry of Education"	$0.00 
Ballroom Latin (Adult) - Intermediate (HealthierSG) (Frontier)	Workshops & Classes	The Frontier CC	From $90.00 to $100.00
Hatha Yoga (Elementary) (HealthierSG)	Fitness & Wellness	The Frontier CC	From $80.00 to $90.00
Hatha Yoga (Intermediate) (HealthierSG)	Fitness & Wellness	The Frontier CC	From $65.00 to $70.00
Line Dance (Adult) - Elementary (HealthierSG)	Workshops & Classes	The Frontier CC	From $60.00 to $65.00
Line Dance (Adult) - Intermediate (HealthierSG)	Workshops & Classes	The Frontier CC	From $75.00 to $85.00
Opera Show @ Pioneer	Social & Community Events	The Frontier CC	$4.00 
Pioneer CSN Bowling Interest Group	Social & Community Events	The Frontier CC	$20.00 
The Frontier CC WEC Wellness Walk @ Bidadari Park	Social & Community Events	The Frontier CC	$3.00 
Wushu (HealthierSG)	Fitness & Wellness	The Frontier CC	From $90.00 to $100.00
The Interlace RN - Half-Day CPR & AED Certification Course (For The Interlace Condo Residents Only)	Workshops & Classes	The Interlace RN	$5.00 
Raffles Place Park	Outdoor & Nature	The park is bounded by Battery Road and Collyer Quay	$0.00 
Hong Lim Park - Speaker's Corner	Outdoor & Nature	"The park is bounded by North Canal Road, South Bridge Road, Upper Pickering Street and New Bridge Rd"	$0.00 
HPB Zumba Gold Class (Peak RN) March 2025	Workshops & Classes	The Peak RN	$0.00 
Peak Goes To Crocodile Farm	Social & Community Events	The Peak RN	From $2.00 to $14.00
Hatha Yoga (Elementary) (HealthierSG)	Fitness & Wellness	The Pinnacle@Duxton RC	From $88.00 to $93.00
[The Quintet NC] Brisk Walk at Woodlands Waterfront & Admiralty Park	Social & Community Events	The Quintet NC	$2.50 
[The Quintet NC] Half-Day CPR & AED Certification Course	Workshops & Classes	The Quintet NC	$0.00 
Family Movie Night with The Rivervale RN	Social & Community Events	The Rivervale RN	$0.00 
Aroma Stretch (Intermediate) (HealthierSG) (Serangoon)	Fitness & Wellness	The Serangoon CC	From $162.00 to $172.00
Ballroom Latin (HealthierSG)	Workshops & Classes	The Serangoon CC	From $100.00 to $110.00
Ballroom Modern (Adult) - Elementary (with Prof T. certs) (HealthierSG)	Workshops & Classes	The Serangoon CC	From $80.00 to $90.00
Ballroom Modern (Adult) - Intermediate (HealthierSG) (Serangoon)	Workshops & Classes	The Serangoon CC	From $160.00 to $170.00
Capoeira (HealthierSG)	Fitness & Wellness	The Serangoon CC	From $100.00 to $142.00
Cardio Stretch (Intermediate) (HealthierSG)	Fitness & Wellness	The Serangoon CC	From $152.00 to $162.00
Chinese Ink Painting	Workshops & Classes	The Serangoon CC	From $80.00 to $85.00
Crochet & Knitting (Stage I)	Workshops & Classes	The Serangoon CC	From $60.00 to $70.00
Gentle Yoga (HealthierSG)	Fitness & Wellness	The Serangoon CC	From $90.00 to $100.00
Guitar Pop (Elementary)	Workshops & Classes	The Serangoon CC	From $128.00 to $138.00
Half Day Tour To Singapore Discovery Center CLJ - 22nd March 2025	Social & Community Events	The Serangoon CC	$3.00 
Hatha Yoga (Elementary) (HealthierSG)	Fitness & Wellness	The Serangoon CC	From $85.00 to $95.00
Hatha Yoga (Intermediate) (HealthierSG)	Fitness & Wellness	The Serangoon CC	From $85.00 to $95.00
KpopX® Fitness (HealthierSG)	Fitness & Wellness	The Serangoon CC	From $100.00 to $110.00
Modern Living - Yogilates (Beginners) (HealthierSG)	Fitness & Wellness	The Serangoon CC	From $80.00 to $85.00
Oil Painting	Workshops & Classes	The Serangoon CC	From $65.00 to $75.00
Recreational Karaoke Pop Singing (Mandarin)	Workshops & Classes	The Serangoon CC	From $80.00 to $85.00
The Double 'S' Workout (Step and Stretch) (Beginner) (HealthierSG)	Fitness & Wellness	The Serangoon CC	From $108.00 to $118.00
The Lit Circle on 29 March 2025	Social & Community Events	The Serangoon CC	From $0.00 to $2.00
Yoga Flow (HealthierSG)	Fitness & Wellness	The Serangoon CC	From $100.00 to $110.00
Zumba® Fitness (HealthierSG)	Fitness & Wellness	The Serangoon CC	From $90.00 to $100.00
The Warren Creative Tufting Workshop	Workshops & Classes	The Warren RN	$25.00 
Breast Cancer Awareness Talk	Social & Community Events	Thomson CC	$0.00 
MAMMOGRAM SCREENING AT THOMSON SHUNFU	Social & Community Events	Thomson CC	$0.00 
Nagomi Workshop	Workshops & Classes	Thomson CC	$8.00 
THCC IAEC Indian Folk Dance - 4 Session (Mar 2025)	Social & Community Events	Thomson CC	$50.00 
THCC IAEC KOK IG (Mar 2025)	Social & Community Events	Thomson CC	$3.00 
Recreational Karaoke Dialect Singing (Cantonese)	Workshops & Classes	Thomson Shunfu RN	From $70.00 to $75.00
Recreational Karaoke Pop Singing (Mandarin)	Workshops & Classes	Thomson Shunfu RN	From $85.00 to $90.00
Taekwondo (Singapore Taekwondo Federation) (HealthierSG)	Fitness & Wellness	Thomson Shunfu RN	From $60.00 to $65.00
Taijiquan (HealthierSG)	Fitness & Wellness	Thomson Shunfu RN	From $50.00 to $60.00
THSFRN KOKj 2025-02	Social & Community Events	Thomson Shunfu RN	$80.00 
THSFRN KOKp 2025-02	Social & Community Events	Thomson Shunfu RN	$80.00 
Thomson Sin Ming Court RN BBQ Pit Booking 2025	Social & Community Events	Thomson Sin Ming Court RN	From $35.00 to $55.00
Thomson Sin Ming Court RN Doggie Club Membership 2025	Social & Community Events	Thomson Sin Ming Court RN	$4.00 
Thomson Sin Ming Court RN Gym Membership 2025	Social & Community Events	Thomson Sin Ming Court RN	From $40.00 to $80.00
[SMG] Seniors' Block Party	Social & Community Events	Thomson Sin Ming Garden RN	$0.00 
Thomson Sin Ming Garden RN BBQ Booking (2024)	Social & Community Events	Thomson Sin Ming Garden RN	$20.00 
Bento Workshop (Tiong Bahru)	Food & Beverage	Tiong Bahru CC	From $40.00 to $50.00
Community Garden Tours at Tiong Bahru	Social & Community Events	Tiong Bahru CC	$0.00 
Cookie Decorating	Food & Beverage	Tiong Bahru CC	From $35.00 to $45.00
Erhu (Adult) - Elementary	Workshops & Classes	Tiong Bahru CC	From $60.00 to $65.00
Gentle Flow Yoga (HealthierSG)	Fitness & Wellness	Tiong Bahru CC	From $65.00 to $70.00
Karate (HealthierSG)	Fitness & Wellness	Tiong Bahru CC	From $90.00 to $100.00
Line Dance (Senior Citizen) - Elementary (HealthierSG)	Workshops & Classes	Tiong Bahru CC	From $40.00 to $50.00
Sew Crafty Sew Good	Social & Community Events	Tiong Bahru CC	$20.00 
TBCC SCEC Joy For Golden Years Program 2025	Social & Community Events	Tiong Bahru CC	$120.00 
TBYN Fun Times! - 22 March 2025	Social & Community Events	Tiong Bahru CC	$5.00 
Wushu (HealthierSG)	Fitness & Wellness	Tiong Bahru CC	From $100.00 to $110.00
Aikido (HealthierSG) (Toa Payoh Central)	Fitness & Wellness	Toa Payoh Central CC	From $100.00 to $112.00
Ballroom Modern (Adult) - Intermediate (with Prof T. certs) (HealthierSG) (Toa Payoh)	Workshops & Classes	Toa Payoh Central CC	From $110.00 to $120.00
Chinese Dance (Adult) (HealthierSG)	Workshops & Classes	Toa Payoh Central CC	From $45.00 to $55.00
Erhu (Adult) - Elementary	Workshops & Classes	Toa Payoh Central CC	From $120.00 to $130.00
Erhu (Adult) - Intermediate	Workshops & Classes	Toa Payoh Central CC	From $120.00 to $130.00
Folk Dance Night 29 March 2025 (Seniors above 50 years old)	Social & Community Events	Toa Payoh Central CC	$0.00 
Fun with Art	Workshops & Classes	Toa Payoh Central CC	From $130.00 to $140.00
Guitar Classical (Advanced)	Workshops & Classes	Toa Payoh Central CC	From $180.00 to $185.00
Guitar Classical (Intermediate	Workshops & Classes	Toa Payoh Central CC	From $160.00 to $165.00
Hatha Yoga (Advanced) (HealthierSG)	Fitness & Wellness	Toa Payoh Central CC	From $80.00 to $90.00
Hoop Fitness - Intermediate (HealthierSG)	Fitness & Wellness	Toa Payoh Central CC	From $100.00 to $110.00
Junior Stars - Nurture @ Ang Mo Kio (FY2024)	Social & Community Events	Toa Payoh Central CC	$0.00 
Junior Stars - Nurture @ Ang Mo Kio-Hougang (FY2024)	Social & Community Events	Toa Payoh Central CC	$0.00 
Junior Stars - Nurture @ Bendemeer Primary (FY2024)	Social & Community Events	Toa Payoh Central CC	$0.00 
Junior Stars - Nurture @ Gan Eng Seng Primary (FY2024)	Social & Community Events	Toa Payoh Central CC	$0.00 
Junior Stars - Nurture @ Henderson (FY2024)	Social & Community Events	Toa Payoh Central CC	$0.00 
Junior Stars - Nurture @ Kreta Ayer-Kim Seng (FY2024)	Social & Community Events	Toa Payoh Central CC	$0.00 
Junior Stars - Nurture @ Sin Ming (FY2024)	Social & Community Events	Toa Payoh Central CC	$0.00 
Kiddies Expression - B Inspired Kiddies Creative Art-Junior	Workshops & Classes	Toa Payoh Central CC	From $140.00 to $150.00
Line Dance (Adult) - Elementary (HealthierSG)	Workshops & Classes	Toa Payoh Central CC	From $50.00 to $60.00
Recreational Folk Dance (Elementary) (HealthierSG)	Workshops & Classes	Toa Payoh Central CC	From $30.00 to $40.00
Recreational Karaoke Dialect Singing (Cantonese)	Workshops & Classes	Toa Payoh Central CC	From $60.00 to $70.00
RECREATIONAL KARAOKE POP SINGING (ENGLISH)	Workshops & Classes	Toa Payoh Central CC	From $120.00 to $130.00
Recreational Karaoke Pop Singing (Mandarin)	Workshops & Classes	Toa Payoh Central CC	From $80.00 to $90.00
Silat (HealthierSG)	Fitness & Wellness	Toa Payoh Central CC	From $30.00 to $40.00
Toa Payoh Central Family Carnival 2025	Social & Community Events	Toa Payoh Central CC	$5.00 
Toa Payoh Central MAEC - Hari Raya Celebrations 2025 APR	Social & Community Events	Toa Payoh Central CC	$10.00 
Vinyasa Yoga (Beginner) (HealthierSG)	Fitness & Wellness	Toa Payoh Central CC	From $95.00 to $105.00
Workshop for Parent-Child on Cyberbullying -29.3.25	Workshops & Classes	Toa Payoh Central CC	From $2.00 to $3.00
Yin Yoga (HealthierSG)	Fitness & Wellness	Toa Payoh Central CC	From $85.00 to $95.00
Zumba® Fitness (HealthierSG)	Fitness & Wellness	Toa Payoh Central CC	From $45.00 to $55.00
TPC Zone 1 RN Group Singing (March 2025)	Social & Community Events	Toa Payoh Central Zone 1 RN	$60.00 
"TPC Zone 1 RN Outdoor Line Dance Jam (Fri, 18 Apr 2025)"	Social & Community Events	Toa Payoh Central Zone 1 RN	$4.00 
FENCING (HealthierSG)	Fitness & Wellness	Toa Payoh Central Zone 2 RN	From $100.00 to $110.00
Taekwondo (Singapore Taekwondo Federation) (HealthierSG)	Fitness & Wellness	Toa Payoh Central Zone 4 RN	$50.00 
Ceramic Art (Toa Payoh)	Workshops & Classes	Toa Payoh East CC	From $190.00 to $195.00
Hatha Yoga (Intermediate) (HealthierSG)	Fitness & Wellness	Toa Payoh East CC	From $90.00 to $102.00
Health Qigong (HealthierSG)	Fitness & Wellness	Toa Payoh East CC	From $65.00 to $75.00
Hoop Fitness - Beginners (HealthierSG)	Fitness & Wellness	Toa Payoh East CC	From $95.00 to $105.00
Hoop Fitness - Intermediate (HealthierSG)	Fitness & Wellness	Toa Payoh East CC	From $100.00 to $110.00
Indian Classical Dance (Adult) - Elementary (HealthierSG)	Workshops & Classes	Toa Payoh East CC	From $130.00 to $142.00
Line Dance (Adult) - Intermediate (HealthierSG)	Workshops & Classes	Toa Payoh East CC	From $60.00 to $70.00
Lowrey Piano (Beginner)	Workshops & Classes	Toa Payoh East CC	$329.60 
Recreational Karaoke Pop Singing (Mandarin)	Workshops & Classes	Toa Payoh East CC	From $80.00 to $85.00
Taijiquan (HealthierSG)	Fitness & Wellness	Toa Payoh East CC	From $45.00 to $55.00
Toa Payoh East CC Mental Health Awareness Workshop 22.3.2025	Workshops & Classes	Toa Payoh East CC	$0.00 
Toa Payoh East CC WEC Culinary Demo (29 March 2025)	Social & Community Events	Toa Payoh East CC	$4.00 
Toa Payoh East CSN Adventure Walk @ Rainforest Wild ASIA	Social & Community Events	Toa Payoh East CC	$15.00 
Toa Payoh East CSN Badminton Interest Group - 18 March 2025	Social & Community Events	Toa Payoh East CC	$3.00 
Toa Payoh East CSN Badminton Interest Group - 25 March 2025	Social & Community Events	Toa Payoh East CC	$3.00 
Toa Payoh East CSN Walking Football Invitation Games March 2025 Sundays	Social & Community Events	Toa Payoh East CC	$50.00 
Toa Payoh East Easter Games Galore (E.G.G) Day	Social & Community Events	Toa Payoh East CC	$5.00 
Zumba® Fitness (HealthierSG)	Fitness & Wellness	Toa Payoh East CC	From $100.00 to $110.00
Recreational Karaoke Pop Singing (Mandarin)	Workshops & Classes	Toa Payoh East Zone 1 RN	From $80.00 to $85.00
TPE Zone 1 RN BollyRobics 19.03.25	Social & Community Events	Toa Payoh East Zone 1 RN	$0.00 
TPE Zone 1 RN BollyRobics 26.03.25	Social & Community Events	Toa Payoh East Zone 1 RN	$0.00 
TPE Zone 1 RN Zumba Gold 15.03.25	Social & Community Events	Toa Payoh East Zone 1 RN	$0.00 
TPE Zone 1 RN Zumba Gold 22.03.25	Social & Community Events	Toa Payoh East Zone 1 RN	$0.00 
TPE Zone 1 RN Zumba Gold 29.03.25	Social & Community Events	Toa Payoh East Zone 1 RN	$0.00 
Hatha Yoga (Elementary) (HealthierSG)	Fitness & Wellness	Toa Payoh East Zone 4 RN	From $100.00 to $110.00
Fascia Stretch Yin Movement Therapeutic Yoga (HealthierSG)	Fitness & Wellness	Toa Payoh East Zone 5 RN	$135.00 
Toa Payoh East Zone 5 - Learn more about Stroke	Social & Community Events	Toa Payoh East Zone 5 RN	$3.00 
Vertical Challenge @ Kim Keat Beacon	Social & Community Events	Toa Payoh East Zone 5 RN	From $5.00 to $10.00
Zumba Gold - TPE Zone 5 RN (15 Mar 25)	Social & Community Events	Toa Payoh East Zone 5 RN	$0.00 
Zumba Gold - TPE Zone 5 RN (22 Mar 25)	Social & Community Events	Toa Payoh East Zone 5 RN	$0.00 
Zumba Gold - TPE Zone 5 RN (29 Mar 25)	Social & Community Events	Toa Payoh East Zone 5 RN	$0.00 
Toa Payoh East Zone 6 HPB Resistance Bands Exercises 15.3.2025	Social & Community Events	Toa Payoh East Zone 6 RN	$0.00 
Toa Payoh East Zone 6 RN Dragon Pasar 16 March 2025	Social & Community Events	Toa Payoh East Zone 6 RN	$0.00 
Toa Payoh East Zone 6 RN Dragon Pasar 30 March 2025	Social & Community Events	Toa Payoh East Zone 6 RN	$0.00 
Toa Payoh East Zone 6 RN Monthly Recycling 30.3.2025	Social & Community Events	Toa Payoh East Zone 6 RN	$0.00 
Hip Hooping (HealthierSG)	Fitness & Wellness	Toa Payoh Heights RN	From $110.00 to $120.00
Hoop Fitness - Intermediate (HealthierSG)	Fitness & Wellness	Toa Payoh Heights RN	From $100.00 to $110.00
Toa Payoh Heights RN Coffee Corner March 2025	Social & Community Events	Toa Payoh Heights RN	$0.00 
Toa Payoh Heights RN Meridian Flapping (March 2025)	Social & Community Events	Toa Payoh Heights RN	$0.00 
Meridian Therapy	Fitness & Wellness	Toa Payoh North Zone 1 RN	From $70.00 to $80.00
Taekwondo (Singapore Taekwondo Federation) (HealthierSG)	Fitness & Wellness	Toa Payoh North Zone 1 RN	From $50.00 to $60.00
Recreational Karaoke Pop Singing (Mandarin)	Workshops & Classes	Toa Payoh North Zone 2 RN	From $100.00 to $110.00
Toa Payoh Zone 2 RN Karaoke IG (March 2025)	Social & Community Events	Toa Payoh North Zone 2 RN	$5.00 
TPNZ2 - HPB Pilates (13 March 2025)	Social & Community Events	Toa Payoh North Zone 2 RN	$0.00 
TPNZ2 - HPB Pilates (20 March 2025)	Social & Community Events	Toa Payoh North Zone 2 RN	$0.00 
TPNZ2 - HPB Pilates (27 March 2025)	Social & Community Events	Toa Payoh North Zone 2 RN	$0.00 
TPNZ2 - HPB Zumba (13 March 2025)	Social & Community Events	Toa Payoh North Zone 2 RN	$0.00 
TPNZ2 - HPB Zumba 20 March 2025	Social & Community Events	Toa Payoh North Zone 2 RN	$0.00 
TPNZ2 - HPB Zumba 27 March 2025	Social & Community Events	Toa Payoh North Zone 2 RN	$0.00 
TPNZ2 - TCM (13 March 2025)	Social & Community Events	Toa Payoh North Zone 2 RN	$0.00 
TPNZ2 - TCM (20 March 2025)	Social & Community Events	Toa Payoh North Zone 2 RN	$0.00 
TPNZ2 - TCM (27 March 2025)	Social & Community Events	Toa Payoh North Zone 2 RN	$0.00 
Toa Payoh View RC Karaoke IG (MARCH 2025)	Social & Community Events	Toa Payoh View RN	$5.00 
TPV COFFEE CORNER - 15 MARCH 2025	Social & Community Events	Toa Payoh View RN	$0.00 
TPV COFFEE CORNER - 22 MARCH 2025	Social & Community Events	Toa Payoh View RN	$0.00 
TPV COFFEE CORNER - 29 MARCH 2025	Social & Community Events	Toa Payoh View RN	$0.00 
AAC & SCEC Social Dance Night (April 2025)	Social & Community Events	Toa Payoh West CC	$5.00 
AAC & SCEC Social Dance Night (March 2025)	Social & Community Events	Toa Payoh West CC	$5.00 
Aikido (HealthierSG) (Toa Payoh West)	Fitness & Wellness	Toa Payoh West CC	From $100.00 to $112.00
Badminton for Kids (Toa Payoh West)	Fitness & Wellness	Toa Payoh West CC	From $200.00 to $220.00
Ballet (Adult) (HealthierSG)	Workshops & Classes	Toa Payoh West CC	From $200.00 to $210.00
Breadmaking (Toa Payoh West)	Food & Beverage	Toa Payoh West CC	From $40.00 to $50.00
Cakemaking (Toa Payoh)	Food & Beverage	Toa Payoh West CC	From $45.00 to $50.00
Chinese Calligraphy	Workshops & Classes	Toa Payoh West CC	From $220.00 to $240.00
Healthy Cooking Workshop (Demo)	Food & Beverage	Toa Payoh West CC	From $30.00 to $40.00
Home Cooking Workshop	Food & Beverage	Toa Payoh West CC	From $30.00 to $40.00
KpopX® Fitness (HealthierSG)	Fitness & Wellness	Toa Payoh West CC	From $100.00 to $110.00
Rangeela 2025 (Holi Festival Celebration)	Social & Community Events	Toa Payoh West CC	$8.00 
Toa Payoh West CC IAEC (Yoga Interest Group) Season 5	Social & Community Events	Toa Payoh West CC	$10.00 
Toa Payoh West CC Karaoke (March 2025)	Social & Community Events	Toa Payoh West CC	$5.00 
Toa Payoh West CC MAEC & The Peak RN Cookies Baking Workshop	Workshops & Classes	Toa Payoh West CC	$3.00 
Toa Payoh West CC MAEC: Be A Samaritan Programme	Social & Community Events	Toa Payoh West CC	$0.00 
Zumba Gold® (HealthierSG)	Fitness & Wellness	Toa Payoh West CC	From $40.00 to $45.00
MOVIE FIESTA 2025	Social & Community Events	Toh Yi RN	$8.00 
Treasure Tampines Changkat RN - Ramadan Shopping & Dinner at Kampong Gelam 2025	Social & Community Events	Treasure Tampines Changkat RN	$12.00 
Hatha Yoga (Elementary) (HealthierSG)	Fitness & Wellness	Trivelis RN	From $90.00 to $100.00
Vocal Training - Instrumental Classical Songs (Mandarin)	Workshops & Classes	Trivelis RN	$150.00 
TFBW: Hari Raya Celebration 2025	Social & Community Events	Twin Fountains-Bellewoods RN	$5.00 
[Twin Waterfalls RN] Punggol West Mandai Rainforest Wild Asia	Social & Community Events	Twin Waterfalls RN	From $10.00 to $15.00
TWF Carnival	Social & Community Events	Twin Waterfalls RN	$8.00 
Chinese Calligraphy	Workshops & Classes	Ulu Pandan CC	From $120.00 to $130.00
Pilates - Matwork for Beginners (HealthierSG)	Fitness & Wellness	Ulu Pandan CC	From $75.00 to $85.00
Pilates MatWork (HealthierSG)	Fitness & Wellness	Ulu Pandan CC	From $90.00 to $100.00
Porridge Distribution - 15 March 2025	Social & Community Events	Ulu Pandan CC	$0.00 
Recreational Karaoke Classical Singing (Mandarin)	Workshops & Classes	Ulu Pandan CC	From $130.00 to $140.00
SG60 Ulu Pandan Family Fiesta Open House	Social & Community Events	Ulu Pandan CC	$5.00 
Ulu Pandan CSN-Sunset Way RC Brisk Walking(HealthierSG) 15032025	Social & Community Events	Ulu Pandan CC	$0.00 
Ulu Pandan CSN-Sunset Way RC Brisk Walking(HealthierSG) 22032025	Social & Community Events	Ulu Pandan CC	$0.00 
Ulu Pandan CSN-Sunset Way RC Brisk Walking(HealthierSG) 29032025	Social & Community Events	Ulu Pandan CC	$0.00 
Ulu Pandan CSN-Ulu Pandan Zone 'A' RC Brisk Walking(HealthierSG) 16032025	Social & Community Events	Ulu Pandan CC	$0.00 
Ulu Pandan CSN-Ulu Pandan Zone 'A' RC Brisk Walking(HealthierSG) 23032025	Social & Community Events	Ulu Pandan CC	$0.00 
Ulu Pandan CSN-Ulu Pandan Zone 'A' RC Brisk Walking(HealthierSG) 3032025	Social & Community Events	Ulu Pandan CC	$0.00 
Will and LPA Talk (Mandarin) - 22 Mar 25	Social & Community Events	Ulu Pandan CC	$0.00 
Zumba® Toning (HealthierSG)	Fitness & Wellness	Ulu Pandan CC	From $90.00 to $100.00
Annual Gathering with Brisk Walkers	Social & Community Events	Ulu Pandan Zone A RC	$0.00 
Family Movie Night @ Ghim Moh - 1	Social & Community Events	Ulu Pandan Zone A RC	$0.00 
Fitness First - Velocity@Novena	Fitness & Wellness	"Velocity @ Novena, Postal Code: 307683"	$150.00 
Kent Ridge Park	Outdoor & Nature	"Vigilante Drive off South Buona Vista Road. Access via Vigilante Drive, Science Park Drive and Pepys"	$0.00 
Flea Market with Vista Oasis @ Bidadari RN	Social & Community Events	Vista Oasis @ Bidadari RN	$15.00 
Inline Skating (Beginners) (HealthierSG)	Fitness & Wellness	Vista Oasis @ Bidadari RN	$100.00 
Potong Pasir Explores! Harry Potter: Visions of Magic	Social & Community Events	Vista Oasis @ Bidadari RN	From $3.00 to $55.00
Bouncetopia @ Safra CCK	Social & Community Events	Wandervale RN	$10.00 
Discover the Beauty of Chinese & Japanese Gardens	Social & Community Events	Wandervale RN	$3.00 
Singapore Southern Island - Sister's & Kusu Island Tour	Social & Community Events	Wandervale RN	$12.00 
Wandervale CPR + AED Course - 20 Apr 2025	Workshops & Classes	Wandervale RN	$2.00 
Wandervale Mandai Boardwalk	Social & Community Events	Wandervale RN	$3.00 
Lowrey Piano (Grade 1A)	Workshops & Classes	Waterway RN	$302.80 
Mixed Media Art	Workshops & Classes	Waterway RN	$44.00 
Movie Night (Waterway RN - 29 March 2025)	Social & Community Events	Waterway RN	$2.00 
Watten RN - Easter Egg Hunt 2025	Social & Community Events	Watten RN	$5.00 
[From April 2025 to March 2026] West Coast CSN Children's Football [Every Sunday from 3PM to 5PM / 5PM to 7PM]	Social & Community Events	West Coast CC	From $200.00 to $400.00
[ONLY FOR West Coast CSN Children's Football] - Additional Jersey Purchase	Social & Community Events	West Coast CC	$37.00 
Barre Dance - Adults (HealthierSG)	Workshops & Classes	West Coast CC	From $110.00 to $120.00
Clean Up South West! 2025 Grocery Redemption	Social & Community Events	West Coast CC	$0.00 
Piano Grade 1	Workshops & Classes	West Coast CC	$216.70 
Piano Preparatory Level	Workshops & Classes	West Coast CC	$152.50 
Pilates - Matwork for Beginners (HealthierSG)	Fitness & Wellness	West Coast CC	From $110.00 to $120.00
PILOXING® Barre (HealthierSG)	Fitness & Wellness	West Coast CC	From $130.00 to $140.00
TRUDANCE Ballet Grade 5	Workshops & Classes	West Coast CC	From $180.00 to $190.00
West Coast CSN Bowling Competition - 30 March 2025	Social & Community Events	West Coast CC	$20.00 
West Coast Youth Network - Bouldering	Social & Community Events	West Coast CC	From $15.00 to $20.00
Step Aerobics (HealthierSG)	Fitness & Wellness	West Coast Heights RN	From $92.00 to $96.00
Line Dance (Senior Citizen) - Elementary (HealthierSG)	Workshops & Classes	West Coast Vista RN	$50.00 
Fun with Art	Workshops & Classes	West Crest West Valley RN	From $120.00 to $130.00
Naive Art (age 5 – 8)	Workshops & Classes	West Ridges RN	From $112.00 to $122.00
Asian Civilisation Museum Tour (23 Apr 2025)	Social & Community Events	Whampoa CC	$15.00 
Ballroom Modern (Adult) - Intermediate (HealthierSG) (Whampoa)	Workshops & Classes	Whampoa CC	From $120.00 to $130.00
Ceramic Art (Whampoa)	Workshops & Classes	Whampoa CC	From $280.00 to $290.00
Chinese Ink Painting	Workshops & Classes	Whampoa CC	From $100.00 to $110.00
Movie Night (15 Mar 2025)	Social & Community Events	Whampoa CC	$0.00 
Recreational Folk Dance (Intermediate) (HealthierSG)	Workshops & Classes	Whampoa CC	From $35.00 to $45.00
Taekwondo (Singapore Taekwondo Federation) (HealthierSG)	Fitness & Wellness	Whampoa CC	From $60.00 to $70.00
Whampoa CC WEC Flea Market (15 March 2025)	Social & Community Events	Whampoa CC	From $10.00 to $18.00
Whampoa IAEC Bird Paradise outing 2025	Social & Community Events	Whampoa CC	From $10.00 to $29.00
Whampoa YN Board Games IG (15 Jun 2025)	Social & Community Events	Whampoa CC	$0.00 
Whampoa YN Board Games IG (18 May 2025)	Social & Community Events	Whampoa CC	$0.00 
Whampoa YN Board Games IG (20 Apr 2025)	Social & Community Events	Whampoa CC	$0.00 
Wushu (HealthierSG)	Fitness & Wellness	Whampoa CC	From $45.00 to $55.00
Xiangqi (Elementary)	Workshops & Classes	Whampoa Gardens RN	From $60.00 to $65.00
Lorong Limau RN Karaoke (16 Mar 2025)	Social & Community Events	Whampoa Lorong Limau RN	From $2.00 to $3.00
Lorong Limau RN Karaoke (18 Mar 2025)	Social & Community Events	Whampoa Lorong Limau RN	From $2.00 to $3.00
Lorong Limau RN Karaoke (23 Mar 2025)	Social & Community Events	Whampoa Lorong Limau RN	From $2.00 to $3.00
Lorong Limau RN Karaoke (25 Mar 2025)	Social & Community Events	Whampoa Lorong Limau RN	From $2.00 to $3.00
Lorong Limau RN Karaoke (30 Mar 2025)	Social & Community Events	Whampoa Lorong Limau RN	From $2.00 to $3.00
Lorong Limau RN Zumba (14 Mar 2025)	Social & Community Events	Whampoa Lorong Limau RN	$0.00 
Lorong Limau RN Zumba (21 Mar 2025)	Social & Community Events	Whampoa Lorong Limau RN	$0.00 
Lorong Limau RN Zumba (28 Mar 2025)	Social & Community Events	Whampoa Lorong Limau RN	$0.00 
Sisters' Island Tour (16 Mar 2025)	Social & Community Events	Whampoa Lorong Limau RN	$5.00 
Fire Station Open House	Social & Community Events	Whampoa Mcnair RN	$2.00 
Whampoa Rajah Court Easter Day	Social & Community Events	Whampoa Rajah Court RN	$5.00 
Towner Day Out to Sembawang Hot Spring Park	Social & Community Events	Whampoa Towner RN	$5.00 
WVRN Bollyrobics Workout (Healthier SG)	Social & Community Events	Whampoa View RN	$0.00 
WVRN Karaoke Session (14 March 2025)	Social & Community Events	Whampoa View RN	$2.00 
